chain_id,i,range
7bc69d4b77,78,55.3
7bc69d4b77,79,56.9
7bc69d4b77,80,56.3
7bc69d4b77,81,55.1
7bc69d4b77,82,56.6
7bc69d4b77,83,58.3
7bc69d4b77,84,55.1
7bc69d4b77,85,57.1
7bc69d4b77,86,59.7
7bc69d4b77,87,55.9
7bc69d4b77,88,55.8
7bc69d4b77,89,57.8
7bc69d4b77,90,55.3
7bc69d4b77,91,54.7
7bc69d4b77,92,55.6
7bc69d4b77,93,54.1
7bc69d4b77,94,55.2
7bc69d4b77,95,55.6
7bc69d4b77,96,55.2
7bc69d4b77,97,54.9
7bc69d4b77,98,56.5
7bc69d4b77,99,55.5
7c5062c597,0,259.3
7c5062c597,1,261.8
7c5062c597,2,260.7
7c5062c597,3,261.2
7c5062c597,4,259.3
7c5062c597,5,
7c5062c597,6,
7c5062c597,7,261.9
7c5062c597,8,
7c5062c597,9,
7c5062c597,10,262.9
7c5062c597,11,259.9
7c5062c597,12,262.0
7c5062c597,13,261.8
7c5062c597,14,261.0
7c5062c597,15,262.6
7c5062c597,16,262.2
7c5062c597,17,264.6
7c5062c597,18,
7c5062c597,19,263.9
7c5062c597,20,262.8
7c5062c597,21,263.7
7c5062c597,22,
7c5062c597,23,263.0
7c5062c597,24,
7c5062c597,25,
7c5062c597,26,268.0
7c5062c597,27,
7c5062c597,28,267.0
7c5062c597,29,264.1
7c5062c597,30,
7c5062c597,31,263.1
7c5062c597,32,
7c5062c597,33,261.8
7c5062c597,34,263.3
7c5062c597,35,262.0
7c5062c597,36,265.1
7c5062c597,37,
7c5062c597,38,263.8
7c5062c597,39,263.0
7c5062c597,40,263.0
7c5062c597,41,255.8
7c5062c597,42,254.7
7c5062c597,43,262.0
7c5062c597,44,
7c5062c597,45,
7c5062c597,46,265.2
7c5062c597,47,264.2
7c5062c597,48,263.9
7c5062c597,49,262.5
7c5062c597,50,
7c5062c597,51,
7c5062c597,52,
7c5062c597,53,265.1
7c5062c597,54,
7c5062c597,55,263.6
7c5062c597,56,263.0
7c5062c597,57,261.4
7c5062c597,58,259.9
7c5062c597,59,262.7
7c5062c597,60,260.2
7c5062c597,61,263.0
7c5062c597,62,261.3
7c5062c597,63,
7c5062c597,64,264.4
7c5062c597,65,
7c5062c597,66,261.3
7c5062c597,67,
7c5062c597,68,262.4
7c5062c597,69,260.3
7c5062c597,70,260.8
7c5062c597,71,
7c5062c597,72,259.2
7c5062c597,73,260.5
7c5062c597,74,259.7
7c5062c597,75,260.1
7c5062c597,76,258.9
7c5062c597,77,261.4
7c5062c597,78,
7c5062c597,79,259.8
7c5062c597,80,260.7
7c5062c597,81,
7c5062c597,82,258.9
7c5062c597,83,
7c5062c597,84,257.6
7c5062c597,85,258.5
7c5062c597,86,261.1
7c5062c597,87,
7c5062c597,88,261.4
7c5062c597,89,
7c5062c597,90,
7c5062c597,91,261.0
7c5062c597,92,260.8
7c5062c597,93,258.9
7c5062c597,94,259.2
7c5062c597,95,260.1
7c5062c597,96,
7c5062c597,97,
7c5062c597,98,260.4
7c5062c597,99,
7c93ac8185,0,387.8
7c93ac8185,1,385.4
7c93ac8185,2,
7c93ac8185,3,
7c93ac8185,4,386.0
7c93ac8185,5,385.8
7c93ac8185,6,387.3
7c93ac8185,7,
7c93ac8185,8,
7c93ac8185,9,389.4
7c93ac8185,10,
7c93ac8185,11,
7c93ac8185,12,
7c93ac8185,13,388.0
7c93ac8185,14,
7c93ac8185,15,387.9
7c93ac8185,16,389.4
7c93ac8185,17,
7c93ac8185,18,387.9
7c93ac8185,19,386.6
7c93ac8185,20,385.3
7c93ac8185,21,
7c93ac8185,22,388.2
7c93ac8185,23,386.5
7c93ac8185,24,385.7
7c93ac8185,25,
7c93ac8185,26,
7c93ac8185,27,
7c93ac8185,28,386.3
7c93ac8185,29,
7c93ac8185,30,
7c93ac8185,31,384.3
7c93ac8185,32,
7c93ac8185,33,385.1
7c93ac8185,34,384.4
7c93ac8185,35,382.6
7c93ac8185,36,
7c93ac8185,37,385.5
7c93ac8185,38,387.7
7c93ac8185,39,
7c93ac8185,40,386.7
7c93ac8185,41,
7c93ac8185,42,
7c93ac8185,43,
7c93ac8185,44,382.4
7c93ac8185,45,384.2
7c93ac8185,46,
7c93ac8185,47,383.7
7c93ac8185,48,
7c93ac8185,49,
7c93ac8185,50,382.2
7c93ac8185,51,
7c93ac8185,52,
7c93ac8185,53,381.1
7c93ac8185,54,382.3
7c93ac8185,55,383.2
7c93ac8185,56,
7c93ac8185,57,380.4
7c93ac8185,58,
7c93ac8185,59,381.7
7c93ac8185,60,381.3
7c93ac8185,61,382.2
7c93ac8185,62,
7c93ac8185,63,382.2
7c93ac8185,64,383.9
7c93ac8185,65,383.7
7c93ac8185,66,384.1
7c93ac8185,67,380.3
7c93ac8185,68,381.7
7c93ac8185,69,
7c93ac8185,70,380.2
7c93ac8185,71,378.7
7c93ac8185,72,
7c93ac8185,73,
7c93ac8185,74,
7c93ac8185,75,377.7
7c93ac8185,76,378.1
7c93ac8185,77,377.1
7c93ac8185,78,
7c93ac8185,79,378.6
7c93ac8185,80,
7c93ac8185,81,
7c93ac8185,82,378.8
7c93ac8185,83,
7c93ac8185,84,
7c93ac8185,85,377.2
7c93ac8185,86,375.7
7c93ac8185,87,376.1
7c93ac8185,88,
7c93ac8185,89,375.2
7c93ac8185,90,
7c93ac8185,91,374.0
7c93ac8185,92,
7c93ac8185,93,373.9
7c93ac8185,94,
7c93ac8185,95,375.0
7c93ac8185,96,
7c93ac8185,97,
7c93ac8185,98,
7c93ac8185,99,
7c9a2f540c,0,298.3
7c9a2f540c,1,296.6
7c9a2f540c,2,
7c9a2f540c,3,295.5
7c9a2f540c,4,300.5
7c9a2f540c,5,
7c9a2f540c,6,
7c9a2f540c,7,295.9
7c9a2f540c,8,
7c9a2f540c,9,297.9
7c9a2f540c,10,
7c9a2f540c,11,
7c9a2f540c,12,
7c9a2f540c,13,
7c9a2f540c,14,
7c9a2f540c,15,301.0
7c9a2f540c,16,295.9
7c9a2f540c,17,299.7
7c9a2f540c,18,301.3
7c9a2f540c,19,301.3
7c9a2f540c,20,298.2
7c9a2f540c,21,301.2
7c9a2f540c,22,
7c9a2f540c,23,
7c9a2f540c,24,
7c9a2f540c,25,
7c9a2f540c,26,298.3
7c9a2f540c,27,300.8
7c9a2f540c,28,
7c9a2f540c,29,299.8
7c9a2f540c,30,298.6
7c9a2f540c,31,297.8
7c9a2f540c,32,
7c9a2f540c,33,
7c9a2f540c,34,296.2
7c9a2f540c,35,
7c9a2f540c,36,
7c9a2f540c,37,296.2
7c9a2f540c,38,297.1
7c9a2f540c,39,
7c9a2f540c,40,295.9
7c9a2f540c,41,298.1
7c9a2f540c,42,296.3
7c9a2f540c,43,
7c9a2f540c,44,
7c9a2f540c,45,294.8
7c9a2f540c,46,
7c9a2f540c,47,
7c9a2f540c,48,292.8
7c9a2f540c,49,291.3
7c9a2f540c,50,292.2
7c9a2f540c,51,
7c9a2f540c,52,296.3
7c9a2f540c,53,294.3
7c9a2f540c,54,292.7
7c9a2f540c,55,293.9
7c9a2f540c,56,293.8
7c9a2f540c,57,293.0
7c9a2f540c,58,292.2
7c9a2f540c,59,
7c9a2f540c,60,293.1
7c9a2f540c,61,
7c9a2f540c,62,291.8
7c9a2f540c,63,
7c9a2f540c,64,
7c9a2f540c,65,
7c9a2f540c,66,
7c9a2f540c,67,
7c9a2f540c,68,293.9
7c9a2f540c,69,294.5
7c9a2f540c,70,
7c9a2f540c,71,292.9
7c9a2f540c,72,289.8
7c9a2f540c,73,
7c9a2f540c,74,289.3
7c9a2f540c,75,289.9
7c9a2f540c,76,289.2
7c9a2f540c,77,
7c9a2f540c,78,289.5
7c9a2f540c,79,
7c9a2f540c,80,291.8
7c9a2f540c,81,
7c9a2f540c,82,292.6
7c9a2f540c,83,294.3
7c9a2f540c,84,
7c9a2f540c,85,
7c9a2f540c,86,291.1
7c9a2f540c,87,
7c9a2f540c,88,
7c9a2f540c,89,291.2
7c9a2f540c,90,
7c9a2f540c,91,
7c9a2f540c,92,287.6
7c9a2f540c,93,
7c9a2f540c,94,
7c9a2f540c,95,290.9
7c9a2f540c,96,
7c9a2f540c,97,293.8
7c9a2f540c,98,
7c9a2f540c,99,293.1
7cd063d338,0,258.5
7cd063d338,1,
7cd063d338,2,258.4
7cd063d338,3,263.6
7cd063d338,4,258.4
7cd063d338,5,
7cd063d338,6,
7cd063d338,7,257.3
7cd063d338,8,
7cd063d338,9,260.4
7cd063d338,10,260.8
7cd063d338,11,260.1
7cd063d338,12,
7cd063d338,13,259.0
7cd063d338,14,
7cd063d338,15,
7cd063d338,16,
7cd063d338,17,
7cd063d338,18,260.8
7cd063d338,19,
7cd063d338,20,
7cd063d338,21,
7cd063d338,22,
7cd063d338,23,258.6
7cd063d338,24,
7cd063d338,25,261.0
7cd063d338,26,264.3
7cd063d338,27,
7cd063d338,28,
7cd063d338,29,265.4
7cd063d338,30,
7cd063d338,31,261.8
7cd063d338,32,263.2
7cd063d338,33,
7cd063d338,34,264.0
7cd063d338,35,
7cd063d338,36,
7cd063d338,37,268.8
7cd063d338,38,
7cd063d338,39,262.7
7cd063d338,40,265.9
7cd063d338,41,
7cd063d338,42,267.7
7cd063d338,43,
7cd063d338,44,262.7
7cd063d338,45,265.2
7cd063d338,46,265.3
7cd063d338,47,
7cd063d338,48,264.2
7cd063d338,49,
7cd063d338,50,265.8
7cd063d338,51,262.0
7cd063d338,52,
7cd063d338,53,258.5
7cd063d338,54,260.3
7cd063d338,55,
7cd063d338,56,265.6
7cd063d338,57,257.0
7cd063d338,58,258.7
7cd063d338,59,
7cd063d338,60,
7cd063d338,61,
7cd063d338,62,
7cd063d338,63,260.0
7cd063d338,64,267.5
7cd063d338,65,
7cd063d338,66,263.1
7cd063d338,67,263.2
7cd063d338,68,261.7
7cd063d338,69,
7cd063d338,70,
7cd063d338,71,
7cd063d338,72,266.0
7cd063d338,73,258.8
7cd063d338,74,256.8
7cd063d338,75,255.7
7cd063d338,76,
7cd063d338,77,262.1
7cd063d338,78,261.8
7cd063d338,79,
7cd063d338,80,
7cd063d338,81,264.0
7cd063d338,82,
7cd063d338,83,
7cd063d338,84,261.5
7cd063d338,85,
7cd063d338,86,
7cd063d338,87,259.4
7cd063d338,88,262.4
7cd063d338,89,258.4
7cd063d338,90,
7cd063d338,91,
7cd063d338,92,260.5
7cd063d338,93,260.3
7cd063d338,94,259.5
7cd063d338,95,
7cd063d338,96,
7cd063d338,97,259.6
7cd063d338,98,
7cd063d338,99,262.2
7d36777b35,0,106.8
7d36777b35,1,105.2
7d36777b35,2,
7d36777b35,3,103.0
7d36777b35,4,
7d36777b35,5,
7d36777b35,6,103.7
7d36777b35,7,104.3
7d36777b35,8,
7d36777b35,9,104.1
7d36777b35,10,104.8
7d36777b35,11,
7d36777b35,12,103.6
7d36777b35,13,101.0
7d36777b35,14,
7d36777b35,15,103.7
7d36777b35,16,103.0
7d36777b35,17,103.9
7d36777b35,18,
7d36777b35,19,100.6
7d36777b35,20,99.8
7d36777b35,21,
7d36777b35,22,98.9
7d36777b35,23,
7d36777b35,24,
7d36777b35,25,
7d36777b35,26,
7d36777b35,27,100.6
7d36777b35,28,
7d36777b35,29,101.0
7d36777b35,30,
7d36777b35,31,
7d36777b35,32,
7d36777b35,33,100.3
7d36777b35,34,
7d36777b35,35,99.2
7d36777b35,36,101.5
7d36777b35,37,100.7
7d36777b35,38,100.5
7d36777b35,39,
7d36777b35,40,
7d36777b35,41,104.4
7d36777b35,42,
7d36777b35,43,100.9
7d36777b35,44,
7d36777b35,45,101.0
7d36777b35,46,105.8
7d36777b35,47,
7d36777b35,48,102.7
7d36777b35,49,
7d36777b35,50,
7d36777b35,51,
7d36777b35,52,106.3
7d36777b35,53,
7d36777b35,54,108.2
7d36777b35,55,
7d36777b35,56,
7d36777b35,57,110.1
7d36777b35,58,
7d36777b35,59,107.7
7d36777b35,60,109.4
7d36777b35,61,108.7
7d36777b35,62,
7d36777b35,63,111.1
7d36777b35,64,
7d36777b35,65,113.0
7d36777b35,66,112.5
7d36777b35,67,113.9
7d36777b35,68,
7d36777b35,69,
7d36777b35,70,
7d36777b35,71,116.7
7d36777b35,72,
7d36777b35,73,114.8
7d36777b35,74,115.7
7d36777b35,75,115.6
7d36777b35,76,
7d36777b35,77,
7d36777b35,78,
7d36777b35,79,114.9
7d36777b35,80,
7d36777b35,81,
7d36777b35,82,
7d36777b35,83,115.5
7d36777b35,84,
7d36777b35,85,117.5
7d36777b35,86,
7d36777b35,87,
7d36777b35,88,111.8
7d36777b35,89,113.1
7d36777b35,90,
7d36777b35,91,
7d36777b35,92,
7d36777b35,93,113.7
7d36777b35,94,112.4
7d36777b35,95,115.0
7d36777b35,96,112.6
7d36777b35,97,
7d36777b35,98,115.5
7d36777b35,99,
7e13d88587,0,357.2
7e13d88587,1,
7e13d88587,2,362.7
7e13d88587,3,361.9
7e13d88587,4,354.4
7e13d88587,5,360.5
7e13d88587,6,356.9
7e13d88587,7,358.4
7e13d88587,8,358.7
7e13d88587,9,356.2
7e13d88587,10,356.5
7e13d88587,11,347.9
7e13d88587,12,354.4
7e13d88587,13,358.2
7e13d88587,14,357.9
7e13d88587,15,358.3
7e13d88587,16,353.7
7e13d88587,17,354.7
7e13d88587,18,
7e13d88587,19,353.9
7e13d88587,20,357.6
7e13d88587,21,352.5
7e13d88587,22,356.2
7e13d88587,23,359.4
7e13d88587,24,359.4
7e13d88587,25,355.2
7e13d88587,26,
7e13d88587,27,361.3
7e13d88587,28,354.8
7e13d88587,29,361.3
7e13d88587,30,355.6
7e13d88587,31,361.0
7e13d88587,32,
7e13d88587,33,359.8
7e13d88587,34,355.3
7e13d88587,35,358.9
7e13d88587,36,359.9
7e13d88587,37,
7e13d88587,38,357.4
7e13d88587,39,361.9
7e13d88587,40,354.3
7e13d88587,41,
7e13d88587,42,356.7
7e13d88587,43,353.3
7e13d88587,44,355.3
7e13d88587,45,355.9
7e13d88587,46,353.3
7e13d88587,47,354.5
7e13d88587,48,354.3
7e13d88587,49,
7e13d88587,50,362.1
7e13d88587,51,
7e13d88587,52,354.6
7e13d88587,53,357.5
7e13d88587,54,
7e13d88587,55,362.1
7e13d88587,56,
7e13d88587,57,359.9
7e13d88587,58,359.2
7e13d88587,59,356.5
7e13d88587,60,360.6
7e13d88587,61,
7e13d88587,62,356.9
7e13d88587,63,356.3
7e13d88587,64,357.9
7e13d88587,65,353.3
7e13d88587,66,355.3
7e13d88587,67,
7e13d88587,68,355.2
7e13d88587,69,351.5
7e13d88587,70,352.5
7e13d88587,71,356.3
7e13d88587,72,353.2
7e13d88587,73,352.8
7e13d88587,74,353.3
7e13d88587,75,354.6
7e13d88587,76,353.3
7e13d88587,77,355.1
7e13d88587,78,354.1
7e13d88587,79,358.7
7e13d88587,80,
7e13d88587,81,360.6
7e13d88587,82,361.3
7e13d88587,83,360.7
7e13d88587,84,360.2
7e13d88587,85,355.7
7e13d88587,86,359.6
7e13d88587,87,
7e13d88587,88,357.5
7e13d88587,89,347.3
7e13d88587,90,351.7
7e13d88587,91,
7e13d88587,92,351.9
7e13d88587,93,352.3
7e13d88587,94,355.5
7e13d88587,95,350.3
7e13d88587,96,350.1
7e13d88587,97,351.5
7e13d88587,98,358.8
7e13d88587,99,350.8
7e55b2e28c,0,402.3
7e55b2e28c,1,403.0
7e55b2e28c,2,404.2
7e55b2e28c,3,405.8
7e55b2e28c,4,403.6
7e55b2e28c,5,403.2
7e55b2e28c,6,402.2
7e55b2e28c,7,403.9
7e55b2e28c,8,402.7
7e55b2e28c,9,402.0
7e55b2e28c,10,403.2
7e55b2e28c,11,
7e55b2e28c,12,404.2
7e55b2e28c,13,401.6
7e55b2e28c,14,401.1
7e55b2e28c,15,401.4
7e55b2e28c,16,402.0
7e55b2e28c,17,403.1
7e55b2e28c,18,402.4
7e55b2e28c,19,402.3
7e55b2e28c,20,402.6
7e55b2e28c,21,401.4
7e55b2e28c,22,402.6
7e55b2e28c,23,
7e55b2e28c,24,402.6
7e55b2e28c,25,400.8
7e55b2e28c,26,
7e55b2e28c,27,402.8
7e55b2e28c,28,401.0
7e55b2e28c,29,402.4
7e55b2e28c,30,401.8
7e55b2e28c,31,403.2
7e55b2e28c,32,401.8
7e55b2e28c,33,402.9
7e55b2e28c,34,
7e55b2e28c,35,400.5
7e55b2e28c,36,403.0
7e55b2e28c,37,405.0
7e55b2e28c,38,404.8
7e55b2e28c,39,394.2
7e55b2e28c,40,401.8
7e55b2e28c,41,401.9
7e55b2e28c,42,401.5
7e55b2e28c,43,404.1
7e55b2e28c,44,401.9
7e55b2e28c,45,402.8
7e55b2e28c,46,402.5
7e55b2e28c,47,403.7
7e55b2e28c,48,403.5
7e55b2e28c,49,400.6
7e55b2e28c,50,401.3
7e55b2e28c,51,404.3
7e55b2e28c,52,402.5
7e55b2e28c,53,401.2
7e55b2e28c,54,401.0
7e55b2e28c,55,402.5
7e55b2e28c,56,398.9
7e55b2e28c,57,403.2
7e55b2e28c,58,399.9
7e55b2e28c,59,401.2
7e55b2e28c,60,372.9
7e55b2e28c,61,402.5
7e55b2e28c,62,404.7
7e55b2e28c,63,401.9
7e55b2e28c,64,401.4
7e55b2e28c,65,402.5
7e55b2e28c,66,402.5
7e55b2e28c,67,401.1
7e55b2e28c,68,402.5
7e55b2e28c,69,403.3
7e55b2e28c,70,
7e55b2e28c,71,405.9
7e55b2e28c,72,404.5
7e55b2e28c,73,403.5
7e55b2e28c,74,402.9
7e55b2e28c,75,403.6
7e55b2e28c,76,403.2
7e55b2e28c,77,402.0
7e55b2e28c,78,406.0
7e55b2e28c,79,404.6
7e55b2e28c,80,404.1
7e55b2e28c,81,403.8
7e55b2e28c,82,402.7
7e55b2e28c,83,403.0
7e55b2e28c,84,407.0
7e55b2e28c,85,405.7
7e55b2e28c,86,
7e55b2e28c,87,405.7
7e55b2e28c,88,404.8
7e55b2e28c,89,406.4
7e55b2e28c,90,405.2
7e55b2e28c,91,406.4
7e55b2e28c,92,
7e55b2e28c,93,404.0
7e55b2e28c,94,410.0
7e55b2e28c,95,403.8
7e55b2e28c,96,405.1
7e55b2e28c,97,404.2
7e55b2e28c,98,403.8
7e55b2e28c,99,402.8
7e9d09d08c,0,319.9
7e9d09d08c,1,320.2
7e9d09d08c,2,320.8
7e9d09d08c,3,319.8
7e9d09d08c,4,318.8
7e9d09d08c,5,321.1
7e9d09d08c,6,322.0
7e9d09d08c,7,319.7
7e9d09d08c,8,317.2
7e9d09d08c,9,317.8
7e9d09d08c,10,318.7
7e9d09d08c,11,314.5
7e9d09d08c,12,
7e9d09d08c,13,316.5
7e9d09d08c,14,
7e9d09d08c,15,
7e9d09d08c,16,319.1
7e9d09d08c,17,319.2
7e9d09d08c,18,320.1
7e9d09d08c,19,322.9
7e9d09d08c,20,320.2
7e9d09d08c,21,
7e9d09d08c,22,319.1
7e9d09d08c,23,319.0
7e9d09d08c,24,317.1
7e9d09d08c,25,317.2
7e9d09d08c,26,
7e9d09d08c,27,
7e9d09d08c,28,318.2
7e9d09d08c,29,320.8
7e9d09d08c,30,
7e9d09d08c,31,318.8
7e9d09d08c,32,318.9
7e9d09d08c,33,318.0
7e9d09d08c,34,318.8
7e9d09d08c,35,
7e9d09d08c,36,
7e9d09d08c,37,316.4
7e9d09d08c,38,314.9
7e9d09d08c,39,316.3
7e9d09d08c,40,
7e9d09d08c,41,
7e9d09d08c,42,
7e9d09d08c,43,315.0
7e9d09d08c,44,315.6
7e9d09d08c,45,317.7
7e9d09d08c,46,316.3
7e9d09d08c,47,318.7
7e9d09d08c,48,317.4
7e9d09d08c,49,316.0
7e9d09d08c,50,318.4
7e9d09d08c,51,316.0
7e9d09d08c,52,316.8
7e9d09d08c,53,
7e9d09d08c,54,318.4
7e9d09d08c,55,317.2
7e9d09d08c,56,316.2
7e9d09d08c,57,
7e9d09d08c,58,
7e9d09d08c,59,316.6
7e9d09d08c,60,317.0
7e9d09d08c,61,321.3
7e9d09d08c,62,319.8
7e9d09d08c,63,
7e9d09d08c,64,318.3
7e9d09d08c,65,
7e9d09d08c,66,
7e9d09d08c,67,320.0
7e9d09d08c,68,317.5
7e9d09d08c,69,317.2
7e9d09d08c,70,315.7
7e9d09d08c,71,316.8
7e9d09d08c,72,318.7
7e9d09d08c,73,316.0
7e9d09d08c,74,315.1
7e9d09d08c,75,316.1
7e9d09d08c,76,316.7
7e9d09d08c,77,
7e9d09d08c,78,314.6
7e9d09d08c,79,
7e9d09d08c,80,
7e9d09d08c,81,
7e9d09d08c,82,311.7
7e9d09d08c,83,
7e9d09d08c,84,
7e9d09d08c,85,312.6
7e9d09d08c,86,312.7
7e9d09d08c,87,315.4
7e9d09d08c,88,314.2
7e9d09d08c,89,
7e9d09d08c,90,
7e9d09d08c,91,310.5
7e9d09d08c,92,
7e9d09d08c,93,311.7
7e9d09d08c,94,
7e9d09d08c,95,
7e9d09d08c,96,311.7
7e9d09d08c,97,309.9
7e9d09d08c,98,311.5
7e9d09d08c,99,312.2
7f27f2b6f4,0,200.6
7f27f2b6f4,1,
7f27f2b6f4,2,198.2
7f27f2b6f4,3,199.5
7f27f2b6f4,4,199.3
7f27f2b6f4,5,198.8
7f27f2b6f4,6,
7f27f2b6f4,7,
7f27f2b6f4,8,
7f27f2b6f4,9,198.3
7f27f2b6f4,10,
7f27f2b6f4,11,201.1
7f27f2b6f4,12,205.9
7f27f2b6f4,13,204.1
7f27f2b6f4,14,201.0
7f27f2b6f4,15,201.1
7f27f2b6f4,16,201.8
7f27f2b6f4,17,201.8
7f27f2b6f4,18,
7f27f2b6f4,19,
7f27f2b6f4,20,
7f27f2b6f4,21,200.8
7f27f2b6f4,22,199.2
7f27f2b6f4,23,
7f27f2b6f4,24,
7f27f2b6f4,25,
7f27f2b6f4,26,201.5
7f27f2b6f4,27,200.8
7f27f2b6f4,28,200.2
7f27f2b6f4,29,199.4
7f27f2b6f4,30,201.3
7f27f2b6f4,31,197.9
7f27f2b6f4,32,202.0
7f27f2b6f4,33,201.7
7f27f2b6f4,34,202.2
7f27f2b6f4,35,201.0
7f27f2b6f4,36,199.3
7f27f2b6f4,37,
7f27f2b6f4,38,198.5
7f27f2b6f4,39,200.9
7f27f2b6f4,40,202.6
7f27f2b6f4,41,203.5
7f27f2b6f4,42,201.0
7f27f2b6f4,43,199.6
7f27f2b6f4,44,200.3
7f27f2b6f4,45,
7f27f2b6f4,46,
7f27f2b6f4,47,199.4
7f27f2b6f4,48,200.2
7f27f2b6f4,49,198.9
7f27f2b6f4,50,205.2
7f27f2b6f4,51,198.6
7f27f2b6f4,52,202.5
7f27f2b6f4,53,203.9
7f27f2b6f4,54,
7f27f2b6f4,55,
7f27f2b6f4,56,202.2
7f27f2b6f4,57,201.1
7f27f2b6f4,58,203.3
7f27f2b6f4,59,
7f27f2b6f4,60,
7f27f2b6f4,61,202.4
7f27f2b6f4,62,201.3
7f27f2b6f4,63,201.8
7f27f2b6f4,64,200.2
7f27f2b6f4,65,201.7
7f27f2b6f4,66,201.6
7f27f2b6f4,67,201.6
7f27f2b6f4,68,201.8
7f27f2b6f4,69,200.9
7f27f2b6f4,70,
7f27f2b6f4,71,199.8
7f27f2b6f4,72,200.3
7f27f2b6f4,73,
7f27f2b6f4,74,
7f27f2b6f4,75,200.8
7f27f2b6f4,76,200.8
7f27f2b6f4,77,
7f27f2b6f4,78,199.2
7f27f2b6f4,79,201.8
7f27f2b6f4,80,202.8
7f27f2b6f4,81,
7f27f2b6f4,82,198.4
7f27f2b6f4,83,198.4
7f27f2b6f4,84,199.1
7f27f2b6f4,85,201.7
7f27f2b6f4,86,
7f27f2b6f4,87,
7f27f2b6f4,88,202.2
7f27f2b6f4,89,
7f27f2b6f4,90,
7f27f2b6f4,91,
7f27f2b6f4,92,
7f27f2b6f4,93,204.2
7f27f2b6f4,94,
7f27f2b6f4,95,204.4
7f27f2b6f4,96,204.6
7f27f2b6f4,97,202.1
7f27f2b6f4,98,203.3
7f27f2b6f4,99,202.7
7f88bb2f81,0,323.9
7f88bb2f81,1,
7f88bb2f81,2,320.0
7f88bb2f81,3,320.8
7f88bb2f81,4,321.2
7f88bb2f81,5,321.4
7f88bb2f81,6,320.6
7f88bb2f81,7,322.7
7f88bb2f81,8,
7f88bb2f81,9,
7f88bb2f81,10,323.2
7f88bb2f81,11,325.0
7f88bb2f81,12,321.8
7f88bb2f81,13,333.1
7f88bb2f81,14,323.0
7f88bb2f81,15,
7f88bb2f81,16,323.1
7f88bb2f81,17,324.2
7f88bb2f81,18,326.9
7f88bb2f81,19,
7f88bb2f81,20,322.2
7f88bb2f81,21,319.5
7f88bb2f81,22,320.6
7f88bb2f81,23,
7f88bb2f81,24,
7f88bb2f81,25,317.8
7f88bb2f81,26,328.6
7f88bb2f81,27,
7f88bb2f81,28,320.3
7f88bb2f81,29,321.4
7f88bb2f81,30,
7f88bb2f81,31,323.8
7f88bb2f81,32,321.7
7f88bb2f81,33,323.3
7f88bb2f81,34,
7f88bb2f81,35,
7f88bb2f81,36,315.3
7f88bb2f81,37,
7f88bb2f81,38,318.4
7f88bb2f81,39,322.5
7f88bb2f81,40,322.3
7f88bb2f81,41,322.0
7f88bb2f81,42,
7f88bb2f81,43,320.4
7f88bb2f81,44,321.2
7f88bb2f81,45,
7f88bb2f81,46,
7f88bb2f81,47,321.0
7f88bb2f81,48,
7f88bb2f81,49,
7f88bb2f81,50,318.6
7f88bb2f81,51,319.5
7f88bb2f81,52,319.2
7f88bb2f81,53,321.9
7f88bb2f81,54,321.5
7f88bb2f81,55,
7f88bb2f81,56,321.7
7f88bb2f81,57,
7f88bb2f81,58,
7f88bb2f81,59,319.8
7f88bb2f81,60,311.3
7f88bb2f81,61,
7f88bb2f81,62,318.9
7f88bb2f81,63,
7f88bb2f81,64,315.8
7f88bb2f81,65,
7f88bb2f81,66,316.2
7f88bb2f81,67,
7f88bb2f81,68,315.6
7f88bb2f81,69,
7f88bb2f81,70,318.6
7f88bb2f81,71,320.0
7f88bb2f81,72,
7f88bb2f81,73,317.8
7f88bb2f81,74,324.9
7f88bb2f81,75,318.2
7f88bb2f81,76,320.2
7f88bb2f81,77,319.1
7f88bb2f81,78,
7f88bb2f81,79,318.0
7f88bb2f81,80,321.1
7f88bb2f81,81,320.1
7f88bb2f81,82,320.2
7f88bb2f81,83,321.8
7f88bb2f81,84,325.4
7f88bb2f81,85,
7f88bb2f81,86,322.7
7f88bb2f81,87,319.1
7f88bb2f81,88,321.1
7f88bb2f81,89,
7f88bb2f81,90,
7f88bb2f81,91,322.3
7f88bb2f81,92,321.2
7f88bb2f81,93,
7f88bb2f81,94,320.8
7f88bb2f81,95,
7f88bb2f81,96,321.2
7f88bb2f81,97,
7f88bb2f81,98,323.1
7f88bb2f81,99,
8000c4c0cd,0,256.5
8000c4c0cd,1,256.5
8000c4c0cd,2,262.1
8000c4c0cd,3,
8000c4c0cd,4,261.1
8000c4c0cd,5,260.2
8000c4c0cd,6,255.4
8000c4c0cd,7,254.0
8000c4c0cd,8,257.7
8000c4c0cd,9,
8000c4c0cd,10,256.0
8000c4c0cd,11,
8000c4c0cd,12,257.0
8000c4c0cd,13,256.8
8000c4c0cd,14,
8000c4c0cd,15,258.5
8000c4c0cd,16,255.8
8000c4c0cd,17,258.0
8000c4c0cd,18,256.4
8000c4c0cd,19,
8000c4c0cd,20,256.0
8000c4c0cd,21,254.0
8000c4c0cd,22,253.6
8000c4c0cd,23,
8000c4c0cd,24,252.5
8000c4c0cd,25,
8000c4c0cd,26,250.6
8000c4c0cd,27,
8000c4c0cd,28,248.4
8000c4c0cd,29,257.2
8000c4c0cd,30,256.6
8000c4c0cd,31,253.7
